id,accountid,pid,spid,target,amount,assetcode,assetissuer,memo,itype,qr,qrtype,status,txhash,created,payed,cb,paymemo,trust,sn,utype,assetname,assetlabel,platform,version,ip
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,10,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08746bxt5hvszr9km67?t=1574654852871,1,-10,6e16ec9e3ac72eac2adaa3cbd16e099927807447d58a5580972a423913ee2131,13:57.5,34:40.1,,,-1,,0,HCT,HCT,,,
1.20E+18,VCJ3IOZ33HWYLGFNWQFJ3UBZ3JSH7MYWUJYXZBT52LKHOH332JOVUKFC,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,10,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01547iiyu0dz3h0rea6?t=1574660906568,1,-10,9397389fdf2c4ff15e2e3e45be5f31722ba29c18b17073466249ed128717def0,49:11.5,49:55.1,,,-1,,0,HCT,HCT,,,
1.20E+18,VCXT25H4K5KR7LFAVW7V33SBKBK5XMYMFSRCIJL52BM2WKQLZPRQDB66,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.01,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01653me0admlynwwfe93,1,-10,f7728f267e3e4a371627cadd9938705e38c9ad7f3e3e932be6e75fa2b1932a2c,29:16.7,29:54.8,,,-1,00000000-609e-adb7-609e-adb700000000,0,HCT,HCT,,,
1.20E+18,VCXT25H4K5KR7LFAVW7V33SBKBK5XMYMFSRCIJL52BM2WKQLZPRQDB66,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.02,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01653me0admlynwwfe93,1,2,5da248a581bc93f4fde1437cdefa7cf1320ded39addce77d5f2f07add6e2c034,30:35.5,30:51.8,,,-1,00000000-609e-adb7-609e-adb700000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.01,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08746bxt5hvszr9km67?t=1574663617935,1,-10,7731c2f1c75b6096e6ec7dc6296f1c7e67ff65f4d23c310a341c4fbb8f480060,33:50.3,34:26.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08746bxt5hvszr9km67?t=1574663617935,1,-10,082f50321aeb513385841f5c998e53cf7c6cb430ef3077d3f0cfa1f5665c22c2,16:29.1,17:04.6,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.02,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08746bxt5hvszr9km67?t=1574666179995,1,-10,3a191cf4d521fdea4a320dfb50853ec3c6782676d2479c6d9cc8d583d03a80a2,19:35.3,21:32.6,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.03,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08746bxt5hvszr9km67?t=1574666461937,1,-10,4bcbb9bb7caacd586eff63c4cdf4629bcc70ab5cc91cc1aaa4f12d4a537d6d27,22:03.0,,,https://qr.alipay.com/fkx08746bxt5hvszr9km67?t=1574666461937,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.04,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08746bxt5hvszr9km67?t=1574666887276,1,-10,46915b93719da86c0a38c85a5d72d9f375bfecf2287fd7d56dc532a9cccd9c3a,28:18.1,31:53.2,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.05,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08746bxt5hvszr9km67?t=1574667320808,1,-10,edeac4a481b781293587cae8f91d4ec125ccdb831b8267c1e7c9e7fc52f96ea2,37:01.0,37:39.1,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.06,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX08746BXT5HVSZR9KM67?t=1574668396591,1,2,67968aef40856955ab683a3d2a0ebfec1544b1aade742358b107eea557261c62,53:29.7,53:44.8,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VC6DYVHCHJST3MGPG4CLAJZ2CAIVV45QHM6JH72BQTWGYABZ4OMMJEEK,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01286jha9a383hcqtdf9?t=1574668595564,1,2,03447e4d36285f1a1350191ff7cb1a3e18e967fd9ab0f06fdfa1e0b2c43b482f,56:47.1,02:16.8,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VC6DYVHCHJST3MGPG4CLAJZ2CAIVV45QHM6JH72BQTWGYABZ4OMMJEEK,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,10,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01286jha9a383hcqtdf9?t=1574668595564,1,-10,cdff4197ee1104ca69fc9d8fd5adc80b4ffc3b02f38de648b3d5d00d0e90c053,58:57.4,13:49.0,,"浠ｄ粯鍚庝笂閾惧け璐? ,resultxdr:Optional.of(AAAAAAAAAAD////7AAAAAA==)",-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VC6DYVHCHJST3MGPG4CLAJZ2CAIVV45QHM6JH72BQTWGYABZ4OMMJEEK,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.07,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01286jha9a383hcqtdf9?t=1574668595564,1,2,05464ae98d53062b88d920a25075b1263e5db6b367d843e354da146b9c4b8bec,20:51.1,21:08.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.08,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX08746BXT5HVSZR9KM67?t=1574670003513,1,2,37aedecf36dc8209e2398a367a17de5e672c5db9f695404f6d74cb3cb2e8ac1c,21:05.7,21:23.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCXT25H4K5KR7LFAVW7V33SBKBK5XMYMFSRCIJL52BM2WKQLZPRQDB66,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.01,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01653me0admlynwwfe93,1,2,7a765848e5c31e7bd0db0dfe3c2503e488b8ecd4d3433eaeee7232867430351d,21:06.0,21:43.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VC6DYVHCHJST3MGPG4CLAJZ2CAIVV45QHM6JH72BQTWGYABZ4OMMJEEK,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.0001,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01286jha9a383hcqtdf9?t=1574670054943,1,-10,26dc6f98f4939b606ff58bf3c8b5a9c00efa1ad85fd99095fe3b29ff7eefc274,23:16.5,24:00.3,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCYQCCM5YPM5HSDR3HETTHZ5XCHPQUCIJ5PRXVPFI7LL625RXFEDS3DM,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,5,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX08746BXT5HVSZR9KM67?t=1574672958647,1,-10,b6648767dcab1ec8f46b0d5cfb3f100bc655c05998c704b6a49e94ab0923bfb4,09:32.5,12:58.8,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCXT25H4K5KR7LFAVW7V33SBKBK5XMYMFSRCIJL52BM2WKQLZPRQDB66,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.03,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01653me0admlynwwfe93,1,2,e0bd1f5305184b63dd3fe2b08e71a39c21f0c844d6893ca5a81c5271c94bf51c,14:36.4,14:50.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCMOY47VF2T44OPCV7J5ZV2JXFYUDC77CJBGFJFTOWCRANF3IVD3XXTR,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.01,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx03576d2gqlzrjixzroec?t=1574652746525,1,2,6a8c1c51e831adc386557c23167420cd339b7b9a98e05a95188f538b00d5308d,15:21.7,15:38.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCMOY47VF2T44OPCV7J5ZV2JXFYUDC77CJBGFJFTOWCRANF3IVD3XXTR,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx03576d2gqlzrjixzroec?t=1574652746525,1,2,f1e1e0ea5f727f556882b4afbe1c5eaca1172f0e807a0e34e50b01772c83d130,16:42.1,16:56.0,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCXT25H4K5KR7LFAVW7V33SBKBK5XMYMFSRCIJL52BM2WKQLZPRQDB66,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx01653me0admlynwwfe93,1,2,14dbc3d21b3a0fc95a33de6529c75723ec2c4c19588fc743e36facac67048021,17:22.2,17:42.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCYNE6A766CW2N2THU4ALCYF7D4RJUJIQ66KXFW4BY3FP2P4AHTCTFSJ,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,10,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx03576d2gqlzrjixzroec?t=1574652746525,1,2,007353591fc6110223e0f6f4b89bb0d126b14d31b9e5011a74737db0d1f34363,17:30.4,17:58.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCJ3IOZ33HWYLGFNWQFJ3UBZ3JSH7MYWUJYXZBT52LKHOH332JOVUKFC,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,10.1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX01547IIYU0DZ3H0REA6?t=1574673389255,1,2,bf72bc8732526ecba072c0e6fa83851db826f2cd67ea1b1f8947791d6d3ee7b1,17:40.1,18:19.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VC24KAABRXLBZZHA5LM2GHVY2QP5NIL5UIQCGCJ7L26FDE7FXR7SRMHY,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,10,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08137ly1i7optgo20v0a,1,2,26d48c19f19f6a782bdf03f6c79244be99e5e913e5ff352b82ffb504d324f62a,17:52.9,18:39.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCQLHWL6YC4HNZLGQUWW7Y4UN3XO5K54KOPBZGGTBTEGZZ3SXQ7O7T6O,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx04593b1haao43buwjg5e,1,2,e7c4b3fbe8906cd9cfbf993b9e2f3e87a7dbd6f70a01e19360f9fd8e881e934c,18:02.0,18:54.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCXBDXJRCHKVXN2WR7FQBNT2NBM6VDKYE7HD7KERHGM35SFGQ35WUJ53,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,2,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX03425YULM2EJUJF9TF3?t=1574673332842,1,2,46464a29f62e8bc2576126a15da5a7feb98e5d27192e37698c35b85d4bd87c2b,18:34.5,19:09.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCJ3IOZ33HWYLGFNWQFJ3UBZ3JSH7MYWUJYXZBT52LKHOH332JOVUKFC,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.9,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX01547IIYU0DZ3H0REA6?t=1574673481258,1,2,953f082afff6aacbfc41c2fa7d59562a11218ac751382f1fe5a65d56b89d9633,19:10.2,19:29.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCXBDXJRCHKVXN2WR7FQBNT2NBM6VDKYE7HD7KERHGM35SFGQ35WUJ53,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,2,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX03425YULM2EJUJF9TF3?t=1574673332842,1,2,e84031d15ad20565f5b496147ae45df19219f1e9ac09a06eb0beb716ea4b9985,19:37.6,19:50.7,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCMOY47VF2T44OPCV7J5ZV2JXFYUDC77CJBGFJFTOWCRANF3IVD3XXTR,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,9.99,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx03576d2gqlzrjixzroec?t=1574652746525,1,-10,34b2f2dd31ac746ec066d35a5a72c059b411214aa93d4595fe56dc50441e43a7,19:47.5,20:29.9,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCJ3IOZ33HWYLGFNWQFJ3UBZ3JSH7MYWUJYXZBT52LKHOH332JOVUKFC,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,19,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX01547IIYU0DZ3H0REA6?t=1574673554869,1,2,f409bad1b1213c5a58c2c2078f87cb4e4b04b1262d74d73a65811b31477c318d,19:50.9,41:15.7,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCXHPE6KRBQH52VUG4WOWRFIR7OTNAP7CQLGVLRXA6Y5KVPAAUFJUU4A,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx05044kx1s5a7zje3fh52?t=1574673376445,1,-10,57986687648ba485fe67d3e9b60a066bcb8136f45b8295c9b67003be8394deb0,20:09.2,22:59.1,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VCXHPE6KRBQH52VUG4WOWRFIR7OTNAP7CQLGVLRXA6Y5KVPAAUFJUU4A,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx05044kx1s5a7zje3fh52?t=1574673376445,1,-10,8e76ba30f7412f5d39ec2d850f873d823b1aebe917d651d8ceec4aecb818f19e,20:53.4,46:53.3,,,-1,00000000-1dfe-6948-1dfe-694800000000,0,HCT,HCT,,,
1.20E+18,VC24KAABRXLBZZHA5LM2GHVY2QP5NIL5UIQCGCJ7L26FDE7FXR7SRMHY,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,0.99,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08137ly1i7optgo20v0a,1,2,f2935d430a296000bad96e48934c07c06c0d4d057ba5272fc709726ec57a894c,21:24.2,41:33.7,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCXBDXJRCHKVXN2WR7FQBNT2NBM6VDKYE7HD7KERHGM35SFGQ35WUJ53,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,10,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX03425YULM2EJUJF9TF3?t=1574673332842,1,2,15c2a08f54a558368073f7ecb6705588a9ffe945ede0d70c13eabb5f96d50487,22:30.4,41:48.7,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCYNE6A766CW2N2THU4ALCYF7D4RJUJIQ66KXFW4BY3FP2P4AHTCTFSJ,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,50.55,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx03576d2gqlzrjixzroec?t=1574652746525,1,-10,e7ac14c411ce56d3d9ddcd802568e7a1d847274c641a73837eeab408c4d06475,22:33.4,42:18.2,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCXHPE6KRBQH52VUG4WOWRFIR7OTNAP7CQLGVLRXA6Y5KVPAAUFJUU4A,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,1,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx05044kx1s5a7zje3fh52?t=1574673783048,1,2,34179bc02402484697a295a9a75ff7cc059ab6ea1e4b6c31adb880fe518dfe82,23:18.8,42:36.7,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VC24KAABRXLBZZHA5LM2GHVY2QP5NIL5UIQCGCJ7L26FDE7FXR7SRMHY,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,1.99,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08137ly1i7optgo20v0a,1,-10,2ff7b988156348d7c5b94fb4dabb69c359766de62f859906ae33d56521a27eb1,29:48.5,43:18.2,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCJ3IOZ33HWYLGFNWQFJ3UBZ3JSH7MYWUJYXZBT52LKHOH332JOVUKFC,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,9.99,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,HTTPS://QR.ALIPAY.COM/FKX01547IIYU0DZ3H0REA6?t=1574673634226,1,-10,3b96cc82dedaba4c58770fe03144fb4a656dbd6bbcf4bc00fab2dc718d9709bc,30:19.0,44:03.2,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VC24KAABRXLBZZHA5LM2GHVY2QP5NIL5UIQCGCJ7L26FDE7FXR7SRMHY,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,8.88,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx08137ly1i7optgo20v0a,1,-10,92b98a51072d7679783c35e8d29fad4ab20f23ce6bb48713daa73be0a0c7c894,32:03.5,44:48.2,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
1.20E+18,VCMOY47VF2T44OPCV7J5ZV2JXFYUDC77CJBGFJFTOWCRANF3IVD3XXTR,1.20E+18,1.20E+18,VBFEPKRIAY6ACRMJ53FDLKTKGO4AISRFCOUOX3LRKZKYCQR6G5NT6BUY,8.99,HCT20191222,VA644LGTAZ7SIPIJETF3DTHSHMQ47NU57ZP2LUDVKGKRYS4DLOMNTUBE,,1,https://qr.alipay.com/fkx03576d2gqlzrjixzroec?t=1574652746525,1,2,ec4e2b30c2d075c39d5870d406900e8714f45c15e360e2e6f6d1da02736f8720,43:49.6,46:52.7,,,-1,ffffffff-a0da-336e-a0da-336e00000000,0,HCT,HCT,,,
